CLOUD,PubChem,OFFSIDE_Ids
CLOUD011,000004885,C0033948;C0032807;C0597457;C1167782;C0555026;C0043387;C0349336;C1536047;C0349231;C0426597;C0027726;C0151946;C0026603;C0521988;C0595939;C0221706;C0852091;C0007435;C0016770;C0393761;C0948722;C0393760;C0948486;C0193769;C0029429;C1319384;C0038017;C0080274;C1439256;C0853557;C0877211;C0878773;C0085681;C0700361;C0021122;C1527407;C0948436;C0021125;C0233657;C0151611;C0553730;C1963946;C0015256;C1869046;C0035258;C0263325;C0685110;C0003621;C0007780;C0151505;C0497406;C0028081;C0006112;C0028084;C0919765;C0948238;C0019214;C0272774;C0178417;C0006370;C0023798;C0085623;C0040262;C0006277;C0282350;C1263855;C0158266;C0240816;C0159321;C0861111;C0855223;C0855221;C0040822;C0877144;C0042174;C0877064;C0520886;C0085694;C0344720;C0025345;C0007863;C0198667;C1096197;C0853594;C0003537;C0013384;C0521507;C0037672;C0221745;C0949091;C0270795;C1096403;C1963786;C0274435;C0262985;C0040485;C0860514;C0022983;C0272426;C0151570;C1699504;C0948070;C1504561;C0948074;C0851429;C0235802;C0019557;C0347621;C0520746;C0852031;C0028754;C1536014;C0011168;C0011206;C0155822;C0744235;C0020703;C0013144;C0158819;C0013146;C0577066;C0027813;C0948579;C0859667;C0151692;C1096771;C1096132;C0854404;C0151892;C0035455;C0018824;C0393819;C0278493;C0241166;C0236747;C0008909;C2242575;C2242574;C0032776;C1096139;C0152018;C0520850;C1963757;C0085700;C0522063;C0362060;C0040456;C0262385;C0014268;C0442874;C0162565;C0005586;C0877027;C1167971;C0037320;C0033075;C0026769;C0748336;C0019329;C1328586;C1609540;C0270846;C0542052;C0011405;C0027402;C0011018;C0476171;C0700632;C0341503;C0027962;C0425093;C0584960;C0425130;C0854385;C1262022;C0860007;C0263383;C0853784;C0271429;C0034186;C0919582;C0852926;C0854303;C0852566;C0033953;C1112615;C0854479;C0030193;C0011124;C0193697;C0154472;C1611727;C0154476;C0158280;C0279530;C0158288;C0424410;C0948981;C0029434;C0549396;C0028432;C0684321;C0235874;C0406855;C0011334;C0679136;C0917801;C0013528;C0233767;C1274594;C0854295;C0919700;C0186666;C0029443;C0312420;C0038273;C0085580;C0042928;C0751774;C0041755;C0022408;C0204324;C0394162;C0521584;C0043094;C0007642;C0549634;C0085631;C0085633;C0040213;C0015806;C1096444;C0015802;C0858834;C0004763;C0435492;C0341012;C1869024;C0271468;C0242084;C1167841;C0877153;C0333313;C0853109;C0009241;C0679048;C2363721;C0853339;C0497327;C0274456;C0424448;C0236788;C0085649;C0278008;C0149721;C1112421;C0024205;C0155207;C0854279;C0234930;C0872380;C0029261;C0854270;C0232461;C0233467;C0154723;C0853813;C0948594;C0039984;C1142300;C0151564;C0520677;C0151569;C0013473;C0028043;C0149531;C0853533;C0259768;C0039751;C0002103;C0040136;C0149771;C0160390;C0024473;C0016807;C0241237;C0408200;C0033998;C0020303;C0232201;C0017125;C0270736;C0040584;C0020651;C1869096;C1535916;C1504379;C0186193;C0017250;C0036689;C0036337;C0596170;C2363982;C2363983;C2363984;C0265836;C0151795;C0398353;C1096562;C1096142;C1527344;C1167965;C0079008;C1611708;C0748538;C0003838;C0015371;C0344315;C0030764;C0242339;C0027059;C0854302;C0522174;C0032708;C0919879;C0231807;C0267112;C0234022;C2242481;C0042024;C0553686;C0234144;C0398950;C0085786;C0877289;C0853023;C0747031;C0030848;C0854372;C0877569;C0877560;C0851578;C0012691;C0269220;C0085762;C0919568;C0020505;C1112258;C0032308;C0577730;C0337629;C0549391;C0233818;C0919768;C0853971;C0438242;C0038395;C0025202;C1619700;C0038868;C0036502;C0022363;C0036508;C0037052;C0234458;C0278134;C0852947;C0006852;C0342592;C0948525;C0600104;C0026650;C0521845;C1869070;C1142503;C0023524;C0274418;C0262431;C0235942;C0235946;C0185314;C0239739;C0433071;C0004096;C0149508;C0520600;C0011848;C0149507;C1760428;C0016199;C0221345;C1142349;C0185221;C0340648;C0194977;C1260962;C0948770;C1963717;C0151773;C0029453;C0373595;C0023067;C1269683;C0542313;C0086132;C0162316;C0919925;C2363816;C1619718;C0231856;C0852552;C0007384;C0339916;C0407713;C0241934;C0242770;C0267028;C0151273;C0277925;C0522008;C0524861;C0003044;C0018621;C0040771;C0858259;C0751908;C0559697;C0040809;C0520463;C0276138;C0025362;C0853118;C0035273;C1456556;C0854686;C1535893;C0014743;C0263978;C0198482;C0854684;C0149736;C0021818;C0027424;C0016242;C0085652;C0259813;C0740279;C1696114;C0233519;C0863102;C0274869;C0262476;C1868855;C1112261;C0018021;C0558919;C0156318;C0042798;C0333274;C0235827;C0153678;C0846967;C0037431;C0003467;C0033975;C1963818;C0314719;C0011265;C0021141;C1697732;C0233632;C1442903;C0038663;C0263400;C0684550;C0854696;C0022734;C0424091;C0016665;C0016662;C0042979;C1869039;C0012569;C0235857;C1141957;C0919887;C1536116;C0027121;C1384589;C0338538;C0152078;C0855791;C0456909;C0264345;C0342579;C0948428;C0001948;C0035357;C0220994;C0011649;C0015269;C0085271;C0031212;C0854725;C0000734;C0019291;C0001263;C0855247;C0855246;C0855242;C0009595;C0010036;C0235033;C0234131;C0025289;C0542189;C0558401;C0152452;C0858668;C0156750;C0859934;C0014804;C0019917;C0242422;C0085615;C1868822;C1096345;C0877097;C0393615;C1262148;C0855235;C0855236;C0855237;C0015464;C0159877;C0031350;C0877178;C1168409;C0032290;C1142109;C0856120;C0006849;C0037763;C1456784;C0522224;C0455769;C0043246;C0032633;C0018564;C0854506;C0278838;C0518084;C0424345;C0878544;C1696701;C1704268;C0855693;C0149516;C1142288;C0030486;C0575081;C0576995;C0494165;C0021177;C0238112;C0024899;C0233660;C0541850;C0024299;C0030482;C0026269;C1142138;C1964000;C0021092;C1142137;C0544618;C0017689;C1096563;C2609237;C0154038;C0235887;C0080233;C0857494;C0424296;C0686347;C0264267;C0877256;C1536093;C0042267;C0152025;C0152029;C0700200;C0856305;C0030662;C1868717;C0005119;C2607947;C0033893;C0005697;C0020557;C0740765;C1869007;C0268070;C0001539;C0860472;C0472376;C0438215;C1096071;C0042139;C0037315;C0856977;C0853825;C0151649;C0015732;C0542518;C0161398;C1167766;C0853705;C0542120;C0856223;C0235165;C0752347;C0032606;C0079487;C0840926;C0281774;C0018524;C0023211;C0860013;C1168207;C0156369;C0006325
CLOUD012,000002551,
CLOUD013,000156326,
CLOUD014,,
CLOUD015,000002165,
CLOUD016,000077998,C0033700;C0008320;C0743733;C0242979;C0020431;C0524812;C0027051;C0231807;C0021932;C0231441;C0271738;C0151946;C0349336;C1262119;C0456909;C0020538;C0190173;C0595939;C1619718;C0178324;C0002873;C0877568;C0003811;C0018991;C0008031;C0187830;C0024633;C0264716;C1388177;C0034088;C0085605;C0027719;C0858640;C0740305;C0855864;C0030193;C1383860;C0267613;C0007193;C0241266;C0042798;C0000768;C0948537;C0521507;C1167958;C0035078;C0035920;C0854238;C0022658;C0004238;C0039240;C0158285;C0032227;C0520863;C0079102;C0264545;C0042568;C0029434;C0015544;C0337629;C0004144;C1963940;C0020295;C0520804;C0003507;C1096403;C1504437;C0919655;C0233818;C1261300;C0085610;C0016204;C0020514;C0085619;C0002965;C0264650;C0700361;C0409497;C0855338;C0013604;C0877208;C0855237;C0042164;C0085166;C0242231;C0272774;C0520677;C0042514;C0023066;C0035333;C0178417;C0855931;C0004364;C1299539;C1700942;C0852113;C1828210;C0279530;C0004245;C0151744;C0730285;C0155895;C0193188;C1141923;C0520600;C0034063;C0042928;C0522776;C0194053;C0577631;C0522224;C0876926;C0010055;C0010054;C0241060;C0018939;C0015397;C0041956;C0155652;C0007273;C0204324;C0155387;C0267373;C0232720;C0948089;C0973461;C0024117;C0149854;C0185221;C0042373;C0267158;C0043094;C0852057;C0038454;C0876998;C0878544;C0006267;C0853326;C0018808;C0015806;C0744403;C0038436;C1096257;C0018800;C0018801;C0018802;C0156892;C0030326;C0339916;C0189817;C0860210;C0085096;C0020473;C0041747;C1963783;C0023890;C0003132;C0877156;C1963786;C0855107;C0022661;C0003838;C0344720;C0018790;C0151517;C0856546;C1504425;C0018799;C0038999;C0022363;C0520837;C1964000;C0235807;C0338575;C0026265;C0022116;C0026267;C0020542;C0085649;C0020540;C0085298;C0030252;C0859934;C0043387;C0262469;C0474983;C0349782;C0080233;C0473117;C0340324;C1096369;C0476281;C0730275;C0855223;C1262281;C0031039;C1963759;C0877122;C0019655;C0919857;C0852853;C0700200;C0024282;C0948118;C1608946;C0193641;C0242698;C0855304;C0031090;C0855677;C0042487;C1145670;C0232168;C0040336;C0546817;C2609160;C0018824;C0259813;C1142287;C0018821;C0160390;C0877248;C0521232;C0026764;C0877213;C0423798;C0037315;C1704204;C0160318;C0271240;C0007787;C0745136;C0227791;C0013405;C0013404;C0851535;C0015732;C0852730;C0003850;C0007820;C0002963;C0028077;C0016655;C1142257;C0016658;C0007282;C1455780;C0002962;C0003467;C1112192;C0042847;C0435630;C0854317;C0856223;C0085094;C0027438;C0948008;C0036601;C0242966;C0877334;C0026771;C0151798;C0442874;C0456973;C0425083;C0840926;C1699743;C0086439;C2242544;C0158619;C0948361;C0023211;C0151814;C0851744;C0262578;C0700345;C0149721
CLOUD017,000016230,C0497156;C0016664;C0235527;C0344315;C0339961;C0004604;C0853714;C0026986;C1141957;C0027059;C0853760;C0267055;C0020431;C0040441;C0001418;C0948594;C0085679;C0011616;C0558489;C0267112;C0018926;C0877429;C0341503;C0009676;C0042029;C0919924;C0456909;C0024523;C0740394;C0033774;C0011881;C0266963;C0948588;C0856054;C0034186;C0043352;C0002871;C0030446;C0747031;C0156270;C0220994;C0014394;C0206750;C0241669;C0035222;C0206754;C0017160;C0274418;C0948338;C0018188;C0006826;C0017168;C0038379;C0001263;C1510431;C0272407;C0018916;C0853761;C0030193;C0025286;C0038002;C0877211;C0019348;C0521491;C0027497;C1869066;C0039070;C0042420;C0035078;C1096403;C0428977;C0020625;C0242231;C0151723;C0020621;C0032227;C0017979;C0151730;C0023530;C0020437;C0546817;C0235329;C0004144;C1535993;C0028432;C0037199;C0007177;C0085616;C0333355;C0919672;C0577053;C0853777;C0264714;C1145670;C0037299;C0700361;C0852870;C0162429;C0020456;C0236140;C0020458;C0004238;C0020615;C0851563;C0854075;C0233767;C0272774;C0151539;C0235431;C0042514;C0085680;C0853700;C0085682;C1274594;C0013221;C0016506;C0853068;C0239429;C0151936;C0186666;C0040185;C0239981;C0520817;C0007166;C0151744;C0877418;C0034067;C0400823;C0017181;C0851744;C1697540;C0006840;C0948268;C0006285;C0861113;C0010055;C0024586;C1095946;C0575081;C0043246;C0022408;C0030920;C0042769;C0407333;C0024117;C0024299;C1334715;C0002957;C0018564;C0152081;C0192601;C0020538;C0007642;C1096197;C0242979;C0022346;C0948771;C0185240;C0006266;C0858640;C1535923;C0029453;C0018965;C0521505;C0521530;C0029456;C0149756;C0553730;C0018802;C0241582;C0341012;C0158313;C0267003;C1963985;C0854107;C0019372;C0270799;C0494165;C1167779;C0877153;C0877303;C0022660;C0009938;C0008767;C0018790;C0151517;C0850034;C0022983;C0278677;C0086543;C0020676;C0333559;C0869219;C0019209;C1096075;C1868710;C0860805;C0039239;C0031256;C0020542;C0085649;C0029464;C0030252;C0085584;C1112368;C0020461;C0343900;C0041364;C0030312;C0686619;C0010073;C0852810;C0041972;C0919671;C0018128;C1695691;C0948701;C0476281;C0156221;C0151878;C1699504;C2363801;C0032617;C0596240;C0152027;C0031039;C0026946;C0013144;C0021311;C0853115;C0919857;C0011946;C0016642;C0428974;C0948605;C0242698;C0018944;C0854407;C0948048;C0001122;C0238572;C0153690;C0853225;C0340861;C1504424;C1096266;C0014591;C0040034;C0235378;C0438717;C0019151;C0024141;C0152031;C0011175;C0842860;C1964005;C0264345;C0000737;C0007785;C0231710;C0013404;C1328289;C0020651;C0004610;C0008350;C0549487;C0151313;C0038833;C0220983;C0276143;C0243026;C1384666;C0036439;C0085700;C1328381;C0042963;C1112256;C0003467;C0746883;C0549405;C0153470;C0162283;C0857801;C0085648;C2363982;C0003869;C0021141;C0349536;C0442874;C0149725;C0027947;C0041912;C0919875;C0684550;C0003864;C0020649;C0220981;C0022671;C0149721
CLOUD018,000003652,C0017152;C0597457;C0497156;C0853151;C0349336;C0347805;C0347804;C0155508;C0188661;C0949040;C0341217;C0221706;C0919768;C0003873;C0852154;C0043352;C0002871;C0007435;C0016770;C1096139;C0598608;C0424641;C0018916;C0242979;C0240406;C0854302;C0002170;C0034735;C0700361;C0038454;C0019284;C0553732;C0015256;C0017574;C0345120;C0085593;C0026916;C0242225;C0877289;C0024103;C0026858;C0014130;C0023798;C0042571;C0085624;C0006277;C0016053;C0743668;C0159321;C0019079;C0023646;C0232409;C1619692;C0162529;C0002957;C0030554;C2363731;C0423729;C0392525;C0521506;C0853750;C0398353;C0009782;C0522336;C0023890;C0917799;C0022660;C0233472;C1699848;C0233477;C0311245;C1112200;C0232492;C1868717;C0017601;C0920086;C1868718;C0019557;C0158619;C0030252;C0030319;C0575090;C1536013;C0024884;C0011206;C0744235;C0267412;C0031099;C0016242;C1735632;C0877248;C0241166;C0235475;C0008909;C0024141;C0035078;C0162323;C0032776;C0008350;C0002962;C0851578;C0917801;C0034212;C0596706;C0034088;C1096310;C0442874;C0877027;C0178282;C0858701;C0024143;C0521542;C0521465;C0043094;C0001418;C0919578;C0029625;C0014868;C0033774;C0853784;C0271429;C0877055;C0854303;C0018991;C0017086;C0017168;C0433593;C0027719;C0853683;C0853761;C0030193;C0030196;C0877217;C0521491;C0027497;C0919636;C0521498;C0022658;C0020625;C0020621;C0032227;C1167654;C0023532;C0852361;C0010200;C1141938;C0037299;C0034642;C0019112;C1096497;C0005818;C0012833;C0151436;C0273163;C0852911;C0740281;C0011991;C1868934;C0029440;C1142115;C0029443;C0236171;C0271468;C0019209;C0026848;C0019360;C0010054;C0033036;C0022408;C0024115;C0024117;C1869070;C0948240;C2363825;C0043096;C0027441;C0520966;C0009806;C0085636;C0031736;C0085222;C0435492;C0020473;C0263888;C1112320;C0877153;C0919718;C0009938;C0008767;C0262627;C0265547;C0018799;C0032285;C1167668;C0085649;C0278008;C0085129;C0239134;C0949089;C0836924;C0263912;C0232461;C0852625;C1112353;C0000786;C0018944;C0018946;C0149531;C0259768;C0002103;C1608945;C0595916;C0187064;C0022729;C0000731;C0000737;C0007785;C0040584;C0020651;C0948525;C0029408;C0016658;C0042963;C1112734;C0162287;C0026771;C0855787;C0877331;C0149725;C0151811;C0235267;C0151814;C0220981;C0026986;C0026987;C0344315;C0027059;C0586557;C0522172;C0020437;C0267112;C0042029;C0016977;C0678222;C0035522;C0271185;C0008031;C0037997;C0008033;C0008035;C0435630;C1699631;C0155365;C0521161;C0080179;C0040435;C0039070;C0521169;C0549396;C0018500;C0032300;C0877048;C0434028;C0015672;C0149871;C1619705;C0041912;C0155966;C0022362;C0022363;C0234458;C0264490;C0027709;C0034150;C0518988;C0016204;C0342593;C0264650;C0852995;C0521849;C0029134;C0000772;C0522351;C2363768;C0035854;C0262431;C0013221;C0004093;C0004096;C0037284;C0036572;C0852057;C0037578;C0018989;C0178316;C0342500;C0035309;C0341266;C0042384;C0015230;C0011615;C0005779;C0029453;C1504346;C0029456;C0018800;C0018802;C0023067;C0038363;C0038362;C0037274;C0162316;C0152031;C1096117;C1167981;C0006705;C0191925;C0375259;C0877119;C0242770;C0919823;C0277925;C0450027;C0003123;C0006386;C0277884;C0026946;C0030305;C0919857;C0013362;C0013369;C1297885;C1145670;C0033687;C0547000;C0085655;C0375026;C0947846;C0423798;C1535996;C0022603;C0022602;C0042798;C1262168;C0003467;C0024902;C0314719;C0742078;C0857801;C0238246;C1442903;C0003862;C0003864;C0020649;C0870082;C1443060;C0041834;C0004604;C0241148;C0039240;C0013182;C0027121;C1270947;C0151827;C0151825;C0041909;C0035222;C0085273;C0001546;C0187830;C0009918;C0019291;C0549315;C0028259;C0278045;C0025289;C0521505;C0152107;C0152452;C0006444;C0238729;C0162834;C0344232;C0085610;C0158281;C0855333;C0877097;C0855335;C0040425;C0039103;C0027339;C0013604;C0232431;C0877072;C0031350;C0235527;C2242544;C0272210;C0007867;C0006849;C0034067;C0240225;C0149745;C0149741;C0436503;C0026644;C0160059;C0221755;C0546884;C0178417;C0022679;C0878544;C0149516;C0024894;C0027769;C0162401;C0041582;C0575081;C0012813;C0151905;C0151904;C0003838;C0086543;C0020676;C0579121;C2363982;C1964002;C0003615;C1964005;C0154038;C0241075;C0039503;C0026821;C0152027;C0031039;C0152029;C0700200;C0030662;C0015459;C0238572;C1262109;C0019080;C0520474;C0741160;C0270549;C0043144;C0037315;C0877403;C0003504;C0243026;C0013378;C0853704;C0152965;C0188413;C0232766;C1262038;C0853958;C0023211;C0042133;C0018681
CLOUD019,000002806,C0017152;C0155862;C0423602;C0949040;C0032805;C0028754;C0853415;C0264733;C0854029;C0558401;C0340907;C0221706;C0003874;C0155910;C0852091;C0003873;C1264517;C0002871;C0013203;C1388177;C0038017;C0241136;C0877213;C2242529;C0238106;C0155760;C0428977;C0013291;C0013298;C0016879;C0040440;C0038454;C0919712;C0919714;C0019284;C0015256;C0345120;C1096222;C0085593;C0018674;C0028081;C0948238;C0948231;C0015672;C0852756;C0193438;C0011849;C0006277;C0016053;C0919620;C0016059;C0158266;C0155305;C0020443;C0020440;C0013922;C0040822;C0271375;C0162529;C0085694;C0344720;C0018099;C0853595;C0853326;C0398353;C0149756;C0853692;C1262281;C0189817;C0031154;C0002878;C0917798;C0030486;C0242698;C1167683;C0022983;C0232492;C1504561;C0151577;C0920086;C1868718;C0040128;C0158619;C0030319;C0855685;C0575090;C0011361;C0149521;C0011168;C0011206;C0151971;C0011946;C0015190;C0151692;C0001339;C0152086;C0031090;C0854407;C0005758;C0852958;C0877322;C0877248;C0241166;C0008909;C0035078;C0231710;C0600260;C0948279;C0008350;C0002962;C0002965;C0917801;C0235490;C1868877;C0085094;C0035854;C0085096;C0869219;C0877027;C0858701;C0919874;C0236748;C0853034;C0151654;C0919750;C0009376;C0542153;C0011407;C0919573;C0278134;C0021932;C0014868;C0549389;C0027962;C0861143;C0020538;C0011882;C0018128;C0878544;C0027822;C0018991;C0017168;C0033816;C0853760;C0853761;C0030193;C0030196;C0011127;C0521491;C0013595;C0011860;C0022658;C0158280;C0032227;C1167654;C0023531;C0948089;C1142474;C1096532;C0684343;C0241128;C0920178;C0555358;C0037299;C0859429;C0700361;C0086769;C0003493;C0162429;C0034642;C0549453;C0012833;C0024437;C0188602;C0231592;C0151539;C0392158;C0155876;C0740321;C0011991;C0004245;C0151744;C0042929;C0522776;C0236171;C0035326;C0151699;C0010055;C0010054;C0161458;C0041755;C0022408;C0024115;C0024117;C0031117;C0035410;C0948715;C0043096;C0043094;C0007642;C1963940;C0085635;C0006262;C0853197;C0015806;C0015802;C1112286;C0020473;C0023654;C0005961;C0267075;C0009938;C0018790;C0877011;C1112732;C0948771;C0018799;C0038999;C0032285;C1167745;C0085649;C0031547;C0278008;C0149721;C0853683;C0085642;C0860689;C0013491;C0236068;C0003834;C0263912;C0578455;C0919718;C0579121;C1142300;C0342245;C0018944;C0855775;C0030305;C1608945;C0241237;C0011175;C0022729;C0007787;C0007785;C0017125;C0013404;C0263008;C0003851;C0020651;C0475858;C0029400;C0740401;C0425791;C0018932;C0009663;C2363982;C1964002;C0855783;C0549567;C0034902;C2242544;C1527344;C0032768;C0151814;C0220981;C1328411;C0008320;C0854732;C0242339;C0151636;C0242979;C0020431;C0040441;C0020437;C0027051;C0267112;C0392525;C0919806;C0271185;C0157697;C0235639;C1112653;C0027796;C0008031;C0008033;C0034088;C1262018;C0007193;C0020502;C0263540;C0039070;C0521169;C0032300;C0235649;C0520863;C1619702;C0853214;C0155966;C0022362;C0022363;C0037052;C1096403;C0264490;C0555120;C0034150;C0595916;C0152915;C0948525;C2363801;C0521849;C1696153;C1739109;C0041318;C0020615;C0242528;C2609421;C0004153;C0029529;C0877156;C0004093;C0004096;C0037284;C0037287;C0036572;C0017181;C0852057;C0349446;C0206239;C0263555;C0041952;C0017672;C0948008;C0185221;C1504437;C0042384;C0267158;C0015230;C0011615;C0005779;C0855565;C0018800;C0018801;C0018802;C0877097;C1504349;C1269683;C0037274;C0205204;C0030807;C0033774;C0859681;C0152031;C0021400;C2609418;C0438158;C1096117;C0031046;C1167981;C0237849;C0407713;C0030794;C0877149;C0020461;C0349782;C0037301;C0022661;C0242231;C0919857;C0263978;C0575081;C0542525;C0547000;C0259817;C0014591;C0221150;C0521232;C0017160;C0265050;C0185216;C0003467;C0033953;C0010709;C0233632;C0003862;C1611706;C0684550;C0020649;C0003868;C0040590;C1443060;C0740295;C0004601;C0231807;C0004604;C0012569;C0241148;C0162298;C0162297;C0920193;C0018926;C0009676;C0151786;C0456909;C0949690;C0340517;C0342579;C0000737;C0041909;C0009917;C0002940;C0853085;C0001546;C0024633;C0009918;C1455780;C0001261;C0042420;C0234131;C0004238;C0151739;C0003850;C0264545;C0011854;C0006444;C0162834;C0085615;C1697540;C0085610;C0919659;C1262060;C0600028;C0158281;C0855335;C0020456;C0013608;C0013604;C0349757;C0266963;C0015468;C0872410;C0042514;C0019825;C0042510;C1619692;C1260962;C0034063;C0333274;C0522224;C0026644;C0160059;C0155652;C0853347;C1504458;C0700632;C0028840;C0185240;C0022104;C1963786;C0856379;C0149514;C0151908;C0241669;C0151907;C0003838;C0035317;C0151514;C0086543;C0038525;C0026268;C0021099;C0011606;C0375346;C0842860;C0029464;C0241075;C0039503;C0006144;C0006145;C0264267;C0877314;C0575158;C1536093;C0152027;C0031039;C0152025;C0235280;C0700200;C0264984;C0265101;C0042487;C0002622;C0042485;C0020557;C0740765;C0020550;C1262109;C0392618;C0162578;C0741160;C1141938;C0948074;C0037315;C0271240;C0973461;C0235068;C0003504;C0007286;C0007282;C0152964;C0269202;C0031256;C0001403;C0019557;C0018524;C0023211;C0042133;C0025222
CLOUD020,000005530,C0423602;C1610082;C0012569;C0027404;C0740314;C0020437;C1141954;C0919887;C0476427;C0009676;C0678222;C0038941;C0027822;C0008035;C1536055;C0740306;C0030196;C0919568;C0221776;C0398353;C0948027;C0007117;C0000889;C0520966;C0015256;C0022362;C0520803;C0196544;C0242422;C1141930;C1443060;C0277585;C1145670;C0948525;C1262141;C0521849;C0020458;C0917801;C0242225;C0004134;C0015672;C0853214;C1321896;C0004093;C0856127;C0919624;C1869039;C0085583;C0037763;C1963717;C0195775;C0237849;C0024586;C0015397;C0549202;C0027080;C0262534;C0009421;C0041952;C0014550;C0234192;C0231218;C0038379;C1504458;C0043094;C0007642;C0011615;C0085635;C0424109;C0085631;C0037672;C2363730;C0149745;C0191322;C0019270;C0237938;C2242751;C0152032;C0086543;C0038525;C0151889;C0541832;C0039231;C0265110;C0011603;C0948603;C0235807;C0152097;C0241934;C0040128;C0030252;C0342971;C1536017;C0011206;C0686347;C0026821;C0877256;C0013144;C0187769;C0337364;C0749389;C0002622;C0005758;C0877020;C0020550;C0009460;C0423798;C0241237;C0014356;C0185908;C0852733;C0877248;C0037431;C0003467;C0919663;C0869219;C2363982;C0013806;C0152169;C0034902;C0003862;C0497247;C0235267;C0003864;C0151818;C0018681
CLOUD021,000004603,C0349336;C0347805;C0259749;C0426597;C0027726;C0521988;C0852091;C0002873;C0023501;C0030446;C0002874;C0236826;C0013203;C0018916;C0021122;C0233719;C0004045;C0151611;C0854286;C0038450;C1869045;C0017574;C1869047;C1411876;C0011633;C0018674;C0018672;C0042594;C1167940;C0006110;C0028084;C0021345;C0151729;C0178417;C0015408;C0155508;C0520817;C0016053;C0016059;C0858821;C0235074;C0861111;C0855223;C0023311;C0014553;C0149670;C0520887;C0162529;C0008301;C0002957;C0022346;C0855619;C0013384;C0007876;C0015929;C0037672;C0023895;C0014038;C1868717;C0151572;C1504561;C0022116;C0032584;C1536013;C1168055;C1608957;C0011206;C0160405;C0521819;C0151899;C0031090;C1096131;C0019159;C0877248;C0271650;C0877244;C0948374;C1963978;C1095923;C0239549;C0917801;C0853149;C0339383;C1869076;C0040456;C0854701;C0920350;C0262385;C1096252;C0869219;C1272092;C0041657;C0037320;C0235014;C0919872;C0919875;C0853034;C0151654;C0234630;C1141949;C0238705;C0242520;C1096403;C0919672;C0014869;C0262497;C0861143;C0398795;C0854385;C0860007;C1112417;C1536055;C0856103;C0038165;C0233795;C0560621;C0149766;C0241266;C0278045;C0158992;C0023530;C0035022;C0852282;C0020903;C1963873;C0851869;C1536020;C0086769;C0149516;C0155870;C0021296;C0277986;C0740321;C0854357;C0011991;C0029442;C0085584;C0400823;C0038379;C0042929;C0035410;C0016169;C0004626;C0085631;C0858640;C1699743;C1096367;C0435492;C0855356;C0271468;C0014544;C1610056;C0235165;C0008767;C0149844;C0853847;C0396006;C0014549;C0022353;C0423086;C0015930;C0948549;C0236065;C0158328;C0233467;C0877122;C0859667;C0520677;C2609418;C0852552;C0149531;C0011370;C0040034;C0241237;C0392110;C0011175;C0039319;C0580413;C0580550;C0042963;C2242708;C0347766;C0010399;C0026771;C0877237;C0549249;C0009460;C0220982;C0700345;C1963747;C0034887;C0034880;C0027059;C0855391;C1142168;C0042024;C0026975;C0262544;C0271185;C1167705;C0302809;C0919648;C0032308;C0549395;C0036117;C0000814;C0337629;C0032302;C0438242;C0877161;C0851043;C0201535;C0022362;C0032285;C0234458;C0264490;C0007587;C0027707;C0264714;C0403383;C0239324;C0263437;C0741921;C0157231;C0150450;C0036572;C0520600;C0542313;C0271412;C0549448;C0233084;C0036974;C0948008;C0185221;C1504437;C0854348;C0032310;C0948777;C0029453;C0011071;C0038366;C0023067;C0948352;C0026936;C1112134;C0481667;C0000786;C0021400;C0859078;C1527336;C0035400;C1167981;C0009952;C0031256;C0002622;C0032326;C0524861;C0018621;C1388177;C0003123;C0853115;C0238902;C2363731;C0014743;C0014742;C0375598;C0233842;C0034050;C1145670;C0033687;C0375026;C0027947;C0022603;C0018021;C0242184;C0042798;C1504460;C0003467;C1963821;C1096211;C0233632;C0012569;C0855407;C0039240;C0684321;C1141957;C0013182;C0018926;C0009676;C0152173;C0271240;C0859032;C0877225;C0949690;C0750016;C0522168;C0854684;C0035222;C0085271;C1869051;C0017566;C0017565;C0456673;C0028259;C0010032;C0043117;C0042420;C0429480;C0264542;C0856223;C0520803;C0520804;C0236037;C0276447;C0015469;C0853644;C0012739;C0854113;C0042769;C0233488;C0877305;C0151468;C0018965;C1704268;C0742007;C0030326;C0149514;C0206633;C0020672;C0154400;C0854372;C0151763;C0039980;C0151766;C2363982;C2609231;C0037384;C0042909;C2363966;C0877312;C0016627;C0948268;C0410256;C0541832;C0455990;C0238572;C0236036;C0019080;C0410916;C0038220;C0003119;C0002902;C0856977;C0018524;C0014356;C1167762;C0007286;C0152966;C0853225;C0029163;C0157147;C0425083;C0018932;C0239295;C1168207;C0156714;C0025222;C0006325
CLOUD022,000005749,
