Drug1,Drug2,d_A,d_B,d_AB,s_AB,AB_Min,AB_Mean
CLOUD091,CLOUD181,2.2,0,3.0,1.9,3.2,3.2
CLOUD091,CLOUD182,2.2,0,None,None,None,None
CLOUD091,CLOUD183,2.2,0,None,None,None,None
CLOUD091,CLOUD184,2.2,2.21428571429,2.26315789474,0.056015037594,2.6,2.9857142857142858
CLOUD091,CLOUD185,2.2,0,None,None,None,None
CLOUD091,CLOUD186,2.2,2.0,1.625,-0.475,1.8,2.4
CLOUD091,CLOUD187,2.2,3.33333333333,2.5,-0.266666666667,2.6,3.2
CLOUD091,CLOUD188,2.2,0,None,None,None,None
CLOUD091,CLOUD189,2.2,0,2.66666666667,1.56666666667,2.8,2.8
CLOUD091,CLOUD190,2.2,None,2.71428571429,None,3.0,3.0
CLOUD091,CLOUD191,2.2,0,None,None,None,None
CLOUD091,CLOUD192,2.2,2.21428571429,2.26315789474,0.056015037594,2.6,2.9714285714285715
CLOUD091,CLOUD193,2.2,0,None,None,None,None
CLOUD091,CLOUD194,2.2,0,None,None,None,None
CLOUD091,CLOUD195,2.2,0,None,None,None,None
CLOUD091,CLOUD196,2.2,0,2.33333333333,1.23333333333,2.6,2.6
CLOUD091,CLOUD197,2.2,0,None,None,None,None
CLOUD091,CLOUD198,2.2,2.6,2.4,-4.4408920985e-16,2.6,3.08
CLOUD091,CLOUD199,2.2,0,None,None,None,None
CLOUD091,CLOUD200,2.2,0,2.83333333333,1.73333333333,3.0,3.0
CLOUD091,CLOUD201,2.2,0,2.5,1.4,2.6,2.6
CLOUD091,CLOUD202,2.2,0,2.66666666667,1.56666666667,2.8,2.8
CLOUD091,CLOUD203,2.2,None,2.57142857143,None,2.8,2.8
CLOUD091,CLOUD204,2.2,2.25,2.23529411765,0.0102941176471,2.2,3.066666666666667
CLOUD091,CLOUD205,2.2,1.13333333333,1.45,-0.216666666667,1.8,2.3333333333333335
CLOUD091,CLOUD206,2.2,2.0,2.375,0.275,2.6,2.8
CLOUD091,CLOUD207,2.2,0,None,None,None,None
CLOUD091,CLOUD208,2.2,0,None,None,None,None
CLOUD091,CLOUD209,2.2,2.0,2.57142857143,0.471428571429,2.8,2.8
CLOUD091,CLOUD210,2.2,0,None,None,None,None
CLOUD091,CLOUD211,2.2,0,3.0,1.9,3.2,3.2
CLOUD091,CLOUD212,2.2,0,None,None,None,None
CLOUD091,CLOUD213,2.2,0,2.83333333333,1.73333333333,3.0,3.0
CLOUD091,CLOUD214,2.2,0,None,None,None,None
CLOUD091,CLOUD215,2.2,0,None,None,None,None
CLOUD091,CLOUD216,2.2,0,None,None,None,None
CLOUD091,CLOUD217,2.2,0,3.0,1.9,3.2,3.2
CLOUD091,CLOUD218,2.2,0,None,None,None,None
CLOUD091,CLOUD219,2.2,1.26315789474,1.83333333333,0.101754385965,2.0,2.642105263157895
CLOUD091,CLOUD220,2.2,0,None,None,None,None
CLOUD091,CLOUD221,2.2,0,None,None,None,None
CLOUD091,CLOUD222,2.2,0,2.66666666667,1.56666666667,2.8,2.8
CLOUD091,CLOUD223,2.2,2.2,2.2,0.0,2.4,3.04
CLOUD091,CLOUD224,2.2,0,3.33333333333,2.23333333333,3.4,3.4
CLOUD091,CLOUD225,2.2,0,None,None,None,None
CLOUD091,CLOUD226,2.2,0,3.0,1.9,3.2,3.2
CLOUD091,CLOUD227,2.2,0,None,None,None,None
CLOUD091,CLOUD228,2.2,0,None,None,None,None
CLOUD091,CLOUD229,2.2,0,None,None,None,None
CLOUD091,CLOUD230,2.2,0,None,None,None,None
CLOUD091,CLOUD231,2.2,0,None,None,None,None
CLOUD091,CLOUD232,2.2,0,3.0,1.9,3.2,3.2
CLOUD091,CLOUD233,2.2,0,None,None,None,None
CLOUD091,CLOUD234,2.2,1.33333333333,2.0,0.233333333333,2.2,2.7555555555555555
CLOUD091,CLOUD235,2.2,2.2,2.33333333333,0.133333333333,2.6,2.98
CLOUD091,CLOUD236,2.2,0,None,None,None,None
CLOUD091,CLOUD237,2.2,0,2.16666666667,1.06666666667,2.4,2.4
