Drug1,Drug2,Batch,Plate,Well,S1,S2,C,Expected,Difference
CLOUD070,CLOUD036,Batch1,1315062,G21,0.10204456334998885,0.1937154922558392,0.18755163866703384,0.27599244278445284,-0.088440804117419
CLOUD070,CLOUD037,Batch2,1315094,M04,0.03661237609053836,0.013856251519325933,0.08354266266915171,0.04996131731803363,0.03358134535111808
CLOUD070,CLOUD038,Batch2,1315109,A05,0.03661237609053836,0.22068714042622162,0.07989628069038175,0.2492196359331297,-0.16932335524274794
CLOUD070,CLOUD039,Batch2,1315115,I19,0.03661237609053836,0.35310482672933047,0.10177457256300147,0.3767891961042702,-0.2750146235412687
CLOUD070,CLOUD040,Batch1,1315010,P03,0.10204456334998885,0.6603323235105113,0.6428899293124024,0.6949935632419864,-0.05210363392958395
CLOUD070,CLOUD041,Batch2,1315074,D24,0.03661237609053836,0.2535045782351512,0.34000486184263845,0.28083554936667093,0.05916931247596752
CLOUD070,CLOUD042,Batch2,1315070,I20,0.03661237609053836,0.12642141371579846,0.09124058017988827,0.15840520146147646,-0.06716462128158819
CLOUD070,CLOUD043,Batch2,1315067,A18,0.03661237609053836,0.04012370688490955,0.04545822866866553,0.07526705872883106,-0.029808830060165534
CLOUD070,CLOUD044,Batch1,1315029,C06,0.10204456334998885,0.6592306986137886,0.15542091251262274,0.6940043531768253,-0.5385834406642025
CLOUD070,CLOUD045,Batch1,1315057,C17,0.10204456334998885,0.041769944000734416,0.1838795556779583,0.13955211165401482,0.04432744402394348
CLOUD070,CLOUD046,Batch2,1315076,A12,0.03661237609053836,0.4209545417713314,0.12486832509521119,0.4421547718615175,-0.31728644676630635
CLOUD070,CLOUD047,Batch2,1315112,G08,0.03661237609053836,0.6379277746265836,0.3100234989060855,0.6511840991138933,-0.3411606002078078
CLOUD070,CLOUD048,Batch2,1315090,G14,0.03661237609053836,0.20157739783377907,0,0.23080954642347504,-0.23080954642347504
CLOUD070,CLOUD049,Batch2,1315084,F24,0.03661237609053836,0.10677146638576036,0.15647030224455077,0.13947468539324498,0.016995616851305795
CLOUD070,CLOUD050,Batch2,1315116,B18,0.03661237609053836,0.06787672527888086,0.11068795073332803,0.10200397317571468,0.008683977557613354
CLOUD070,CLOUD051,Batch2,1315067,P22,0.03661237609053836,0.047727088566566794,0.5579774734624423,0.08259206254079958,0.4753854109216427
CLOUD070,CLOUD052,Batch2,1315102,O19,0.03661237609053836,0.13958890419468994,0.18199497609594045,0.17109059882678618,0.010904377269154275
CLOUD070,CLOUD053,Batch1,1315013,J14,0.10204456334998885,0.8358054320599074,0.6842008629395024,0.8525605950497942,-0.16835973211029176
CLOUD070,CLOUD054,Batch1,1315004,B23,0.10204456334998885,0.19810887726062607,0.43725328192417146,0.2799375067347978,0.15731577518937367
CLOUD070,CLOUD055,Batch1,1315008,D03,0.10204456334998885,0.5363995226292114,0.104011750665565,0.5837074309113599,-0.4796956802457949
CLOUD070,CLOUD056,Batch1,1315046,G16,0.10204456334998885,0.611939515547337,0,0.6515389782366943,-0.6515389782366943
CLOUD070,CLOUD057,Batch1,1315004,M01,0.10204456334998885,0.8141663715885693,0.7466262737537869,0.8331296830555578,-0.08650340930177092
CLOUD070,CLOUD058,Batch1,1315044,F15,0.10204456334998885,0.4139967563266929,0.09391352244560723,0.47379520144901266,-0.3798816790034054
CLOUD070,CLOUD059,Batch2,1315072,E22,0.03661237609053836,0.12713718499311244,0.16173729843610737,0.1590947666515906,0.0026425317845167606
CLOUD070,CLOUD060,Batch2,1315069,J09,0.03661237609053836,0,0.12810955352078449,0.03661237609053836,0.09149717743024613
CLOUD070,CLOUD061,Batch2,1315076,F21,0.03661237609053836,0,0.30718742403370886,0.03661237609053836,0.2705750479431705
CLOUD070,CLOUD062,Batch2,1315120,D07,0.03661237609053836,0.11217351376171572,0.030062393647192393,0.14467895097901295,-0.11461655733182056
CLOUD070,CLOUD063,Batch1,1315014,D08,0.10204456334998885,0.7556534777685975,0.7512163774901313,0.7805877119357894,-0.029371334445658093
CLOUD070,CLOUD064,Batch2,1315082,K21,0.03661237609053836,0.08408286740674732,0.09326634794587159,0.11761676993301898,-0.02435042198714739
CLOUD070,CLOUD065,Batch2,1315093,M16,0.03661237609053836,0.12763687437538843,0.07584474515841515,0.15957616121827425,-0.0837314160598591
CLOUD070,CLOUD066,Batch1,1315038,G18,0.10204456334998885,0.4324795740383732,0,0.49039194809782705,-0.49039194809782705
CLOUD070,CLOUD067,Batch1,1315062,A01,0.10204456334998885,0.3482052694390893,0.4565317176168181,0.4147173781130011,0.04181433950381702
CLOUD070,CLOUD068,Batch1,1315032,L03,0.10204456334998885,0,0.24263288350316714,0.10204456334998885,0.1405883201531783
CLOUD070,CLOUD069,Batch2,1315116,F12,0.03661237609053836,0.011357804607946583,0,0.04755434448461595,-0.04755434448461595
CLOUD071,CLOUD001,Batch2,1315079,P05,0.26413985900656356,0.027428895551414093,0.28855036058666245,0.2843236899543214,0.004226670632341056
CLOUD071,CLOUD002,Batch2,1315118,A20,0.26413985900656356,0,0.06287983145612197,0.26413985900656356,-0.2012600275504416
CLOUD071,CLOUD003,Batch1,1315046,O17,0.2840968205881452,0.30842437039077075,0.41981088772606256,0.5048988079589976,-0.08508792023293499
CLOUD071,CLOUD004,Batch2,1315112,E06,0.26413985900656356,0,0.10582610809496809,0.26413985900656356,-0.15831375091159547
CLOUD071,CLOUD005,Batch2,1315093,E24,0.26413985900656356,0.007941009642654713,0.39591605218377773,0.2699833314818377,0.12593272070194006
CLOUD071,CLOUD006,Batch1,1315033,I11,0.2840968205881452,0.1878139303091107,0.1737813274580005,0.4185534104342741,-0.24477208297627356
CLOUD071,CLOUD007,Batch2,1315103,I02,0.26413985900656356,0.027145288064176504,0.1900980471598737,0.2841149945087759,-0.09401694734890223
CLOUD071,CLOUD008,Batch1,1315026,A09,0.2840968205881452,0.13561789353582246,0.5997429541907647,0.38118610175557893,0.2185568524351858
CLOUD071,CLOUD009,Batch2,1315096,B10,0.26413985900656356,0.06895713475407189,0.15606514869135413,0.3148826659091983,-0.15881751721784415
CLOUD071,CLOUD010,Batch2,1315114,B01,0.26413985900656356,0.1756475704291927,0.09529211571185489,0.39339190494774384,-0.298099789235889
CLOUD071,CLOUD011,Batch1,1315027,L21,0.2840968205881452,0.23568215498813128,0.5446617093546314,0.45282242467478595,0.09183928467984548
CLOUD071,CLOUD012,Batch1,1315062,A19,0.2840968205881452,0.14296205951397356,0.5777104562563113,0.3864438135294657,0.19126664272684563
CLOUD071,CLOUD013,Batch2,1315086,O24,0.26413985900656356,0.04512060070766825,0.5733733084839154,0.29734231060501687,0.27603099787889857
CLOUD071,CLOUD014,Batch2,1315094,E08,0.26413985900656356,0.09171325932528432,0.16700429462766397,0.33162799094463485,-0.16462369631697088
CLOUD071,CLOUD015,Batch2,1315068,E11,0.26413985900656356,0.09245604083947827,0.4364314075034439,0.33217457425439695,0.10425683324904694
CLOUD071,CLOUD016,Batch2,1315070,E22,0.26413985900656356,0.25019582421737846,0.17348675147881057,0.4482489934911328,-0.27476224201232224
CLOUD071,CLOUD017,Batch1,1315027,N02,0.2840968205881452,0.617972223315104,0.33259891673551817,0.7265051000476409,-0.39390618331212274
CLOUD071,CLOUD018,Batch1,1315016,K18,0.2840968205881452,0.4738211083570489,0.37023776737354264,0.6233068585334054,-0.25306909115986276
CLOUD071,CLOUD019,Batch2,1315070,B03,0.26413985900656356,0.16761202495745897,0.03370877562596235,0.3874788673239547,-0.35377009169799234
CLOUD071,CLOUD020,Batch2,1315077,F24,0.26413985900656356,0,0.1277043999675878,0.26413985900656356,-0.13643545903897575
CLOUD071,CLOUD021,Batch2,1315075,M15,0.26413985900656356,0.13195851227615277,0.10906733652054139,0.3612428684553774,-0.252175531934836
CLOUD071,CLOUD022,Batch2,1315103,P17,0.26413985900656356,0.10663641520136141,0.2970585852037923,0.342609346531672,-0.04555076132787972
CLOUD071,CLOUD023,Batch2,1315112,H09,0.26413985900656356,0.2933446776328229,0.03978607892391227,0.48000051484912676,-0.4402144359252145
CLOUD071,CLOUD024,Batch1,1315039,M15,0.2840968205881452,0.9995409896263655,0.9329844854493712,0.9996713930141321,-0.06668690756476092
CLOUD071,CLOUD025,Batch1,1315004,B24,0.2840968205881452,0.1286671650207866,0.7328559625447535,0.3762100531124361,0.3566459094323174
CLOUD071,CLOUD026,Batch1,1315002,H18,0.2840968205881452,0.09483154319287612,0.08289727347838058,0.35198702386845787,-0.2690897503900773
CLOUD071,CLOUD027,Batch1,1315016,N22,0.2840968205881452,0,0.13797851831451388,0.2840968205881452,-0.14611830227363135
CLOUD071,CLOUD028,Batch2,1315097,C22,0.26413985900656356,0.05822056559436037,0.36796045701320806,0.3069820526135472,0.060978404399660846
CLOUD071,CLOUD029,Batch1,1315007,H11,0.2840968205881452,0.18401070149899668,0,0.4158306668370827,-0.4158306668370827
CLOUD071,CLOUD030,Batch1,1315006,N21,0.2840968205881452,0.2620643226536919,0.47213807032038924,0.47170950238633746,0.0004285679340517712
CLOUD071,CLOUD031,Batch1,1315058,I12,0.2840968205881452,0.5188259826100642,0.26282933994308266,0.6555259911001698,-0.3926966511570872
CLOUD071,CLOUD032,Batch1,1315004,A07,0.2840968205881452,0.6651847188889325,0.5299733773983292,0.7603046757369128,-0.23033129833858368
CLOUD071,CLOUD033,Batch2,1315076,J14,0.26413985900656356,0.09097047781109056,0.3015152742889556,0.331081407634873,-0.0295661333459174
CLOUD071,CLOUD034,Batch1,1315005,N04,0.2840968205881452,0.34652223140242966,0.09942164692922056,0.5321731877860351,-0.4327515408568145
CLOUD071,CLOUD035,Batch2,1315107,F19,0.26413985900656356,0.046538638143856566,0.23425978445830978,0.2983857878327444,-0.06412600337443461
CLOUD071,CLOUD036,Batch1,1315064,F15,0.2840968205881452,0.1937154922558392,0.24446892499770492,0.422778357395433,-0.1783094323977281
CLOUD071,CLOUD037,Batch2,1315117,E13,0.26413985900656356,0.013856251519325933,0,0.2743361222032153,-0.2743361222032153
CLOUD071,CLOUD038,Batch1,1315039,L12,0.2840968205881452,0.46693595275253225,0,0.6183777537453866,-0.6183777537453866
CLOUD071,CLOUD039,Batch2,1315124,D10,0.26413985900656356,0.35310482672933047,0.17996920832995714,0.5239756265890716,-0.3440064182591145
CLOUD071,CLOUD040,Batch2,1315112,N12,0.26413985900656356,0.37727898873673127,0.05194068551981211,0.5417644288522357,-0.4898237433324236
CLOUD071,CLOUD041,Batch2,1315075,L18,0.26413985900656356,0.2535045782351512,0.1678146017340573,0.4506837736891636,-0.2828691719551063
CLOUD071,CLOUD042,Batch1,1315039,A21,0.2840968205881452,0.30807464820133507,0.6144312861470669,0.5046484407316697,0.10978284541539718
CLOUD071,CLOUD043,Batch1,1315054,D10,0.2840968205881452,0.08748737721472502,0.05260258881850726,0.3467293120945711,-0.2941267232760638
CLOUD071,CLOUD044,Batch1,1315010,H21,0.2840968205881452,0.6592306986137886,0.18204351418342052,0.7560421736916547,-0.5739986595082343
CLOUD071,CLOUD045,Batch2,1315119,A11,0.26413985900656356,0.015274288955514248,0.0029171055830160735,0.27537959943094276,-0.2724624938479267
CLOUD071,CLOUD046,Batch1,1315047,H11,0.2840968205881452,0.2866978793720738,0.028734049389516163,0.4893447439612493,-0.4606106945717331
CLOUD071,CLOUD047,Batch2,1315065,A23,0.26413985900656356,0.6379277746265836,0.3622883072684548,0.7335654811869105,-0.37127717391845566
CLOUD071,CLOUD048,Batch1,1315033,K17,0.2840968205881452,0.5752186856565815,0.050766547323969485,0.6958977065068002,-0.6451311591828307
